CupperPoints,ID,Country,HarvestYear,Variety,Process,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Cleanliness,Sweetness,Moisture,C1Defect,C2Defect,Quakers,Color,MeanAlt,Address,Contact,Elevation,FullElevation,Precipitation,Temperature,Continent,NSHem,EWHem
7.75,790,Mexico,2018,Typica,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10,10,0,0,2,0,Green,1400,3,3,1111,1400,758,21,North America,N,W
7.75,792,Mexico,2016,Typica,Semi-washed / Semi-pulped,7.83,7.92,7.67,7.83,7.5,7.75,10,10,10,0.12,0,1,0,Green,1450,3,3,1111,1450,758,21,North America,N,W
7.75,793,Mexico,2016,Bourbon,Washed / Wet,7.83,7.83,7.75,7.67,7.83,7.58,10,10,10,0.12,0,0,0,Green,1170,3,3,1111,1170,758,21,North America,N,W
7.75,888,United States (Hawaii),2011,Unknown,Unknown,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10,0.04,3,0,0,Unknown,Unknown,2,2,924,924,433,27.5,North America,N,W
7.75,895,Brazil,2014,Yellow Bourbon,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,0,1,1,0,Green,1200,2,2,320,1200,1782,24.95,South America,B,W
7.75,920,Taiwan,2012,Typica,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,0.09,0,0,0,Green,600,2,2,1150,600,2500,16,Asia,N,E
7.75,937,Brazil,2012,Bourbon,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,0.07,0,0,0,Green,1268,2,2,320,1268,1782,24.95,South America,B,W
7.75,961,United States (Hawaii),2017,Hawaiian Kona,Natural / Dry,7.58,7.83,7.75,7.75,7.42,8,9.33,9.33,10,0.1,0,0,0,Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.75,962,United States (Hawaii),2017,Hawaiian Kona,Washed / Wet,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10,10,0.12,0,0,0,Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.75,969,Taiwan,2012,Caturra,Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,0.09,31,0,0,Green,350,2,2,1150,350,2500,16,Asia,N,E
7.75,972,Guatemala,2015,Unknown,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10,10,10,0.1,0,4,0,Green,Unknown,2,2,759,759,1996,23.45,North America,N,W
7.75,975,Thailand,2010,Unknown,Unknown,7.42,7.58,7.5,7.17,7.5,8,10,10,10,0,0,0,0,Unknown,Unknown,2,2,287,287,1622,26.3,Asia,N,E
7.75,984,Taiwan,2012,Typica,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,0,0,0,0,Green,750,2,2,1150,750,2500,16,Asia,N,E
7.75,990,Guatemala,2010,Unknown,Unknown,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10,10,0.02,0,1,0,Unknown,Unknown,2,2,759,759,1996,23.45,North America,N,W
7.75,1016,Taiwan,2012,Caturra,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,10,10,10,0.1,0,0,0,Bluish-Green,1200,2,2,1150,1200,2500,16,Asia,N,E
7.75,1017,Thailand,2013,Unknown,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10,10,10,0.12,0,0,0,Bluish-Green,800,2,2,287,800,1622,26.3,Asia,N,E
7.75,1021,United States (Hawaii),2011,Hawaiian Kona,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10,10,10,0,0,0,0,Bluish-Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.75,1022,Taiwan,2013,Typica,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,10,10,10,0,0,0,0,Green,750,2,2,1150,750,2500,16,Asia,N,E
7.75,1023,United States (Puerto Rico),2014,Other,Washed / Wet,7.83,7.83,7.83,7.67,8,8.17,9.33,9.33,10,0.12,0,1,0,Green,853.44,2,2,1338,853.44,1550,24,North America,N,W
7.75,1024,Guatemala,2018,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10,10,10,0.11,0,1,0,Bluish-Green,1300,2,2,759,1300,1996,23.45,North America,N,W
7.75,1025,United States (Hawaii),2010,Unknown,Unknown,7.83,7.67,7.75,7.67,7.58,7.5,10,10,10,0,0,0,0,Unknown,Unknown,2,2,924,924,433,27.5,North America,N,W
7.75,1028,Brazil,2014,Yellow Bourbon,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10,10,10,0.1,0,0,0,Green,1260,2,2,320,1260,1782,24.95,South America,B,W
7.75,1031,Thailand,2015,Unknown,Unknown,7.5,7.83,7.58,7.58,7.75,7.83,10,10,10,0.01,0,0,0,Unknown,Unknown,2,2,287,287,1622,26.3,Asia,N,E
7.75,1048,Ethiopia,2010,Unknown,Unknown,7.75,7.75,7.92,7.75,7.5,7.92,10,10,10,0,0,1,0,Unknown,1493.52,2,2,1330,1493.52,848,22.2,Africa,N,E
7.75,1051,Taiwan,2016,Typica,Washed / Wet,7.83,7.83,7.75,8,7.5,7.75,10,10,10,0.11,0,0,0,Blue-Green,1200,2,2,1150,1200,2500,16,Asia,N,E
7.75,1054,Costa Rica,2014,Bourbon,Semi-washed / Semi-pulped,7.75,7.83,7.75,8,7.83,7.67,10,10,10,0.12,0,2,0,Bluish-Green,1575,2,2,746,1575,2926,24.8,North America,N,W
7.75,1057,El Salvador,2010,Unknown,Unknown,7.75,8,8,8.33,7.67,7.92,10,10,9.33,0.15,0,3,0,Unknown,1200,2,2,442,1200,1784,24.45,North America,N,W
7.75,1151,Honduras,2012,Caturra,Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,10,10,10,0.1,0,5,0,Green,1500,1,1,684,1500,1976,23.5,North America,N,W
7.75,1284,Guatemala,2014,Bourbon,Washed / Wet,7.58,7.83,7.33,8,7.58,7.75,10,10,10,0.1,0,1,0,Green,1219.2,0,0,759,1219.2,1996,23.45,North America,N,W
7.75,1290,Guatemala,2012,Bourbon,Washed / Wet,7.75,7.83,7.58,7.83,7.67,7.75,10,10,10,0.13,0,1,0,Green,1700,0,0,759,1700,1996,23.45,North America,N,W
7.75,1296,Guatemala,2012,Caturra,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,0.11,0,4,4,Green,1500,0,0,759,1500,1996,23.45,North America,N,W
7.75,1297,Guatemala,2012,Caturra,Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10,10,10,0.1,0,1,0,Green,1099.4136,0,0,759,1099.4136,1996,23.45,North America,N,W
7.67,23,China,2012,Catimor,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10,10,10,0.11,0,0,0,Green,1200,25,23,1840,1200,645,6.95,Asia,N,E
7.67,24,China,2012,Catimor,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10,10,10,0.1,0,3,0,Green,1600,25,23,1840,1600,645,6.95,Asia,N,E
7.67,56,Brazil,2017,Mundo Novo,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10,10,10,0.11,0,4,0,Green,950,21,21,320,950,1782,24.95,South America,B,W
7.67,58,Brazil,2018,Catuai,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10,10,10,0.12,0,2,0,Blue-Green,1100,21,21,320,1100,1782,24.95,South America,B,W
7.67,85,Thailand,2014,Catimor,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,0.13,0,0,0,Bluish-Green,1200,19,19,287,1200,1622,26.3,Asia,N,E
7.67,87,Kenya,2015,SL28,Washed / Wet,7.92,7.83,7.67,8,7.67,7.75,10,10,10,0.11,0,0,0,Blue-Green,2000,19,19,762,2000,630,24.75,Africa,B,E
7.67,101,Uganda,2012,Bourbon,Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,0.12,0,8,5,Green,1645,18,18,1400,1645,1180,22.8,Africa,N,E
7.67,103,Uganda,2014,SL14,Washed / Wet,8,7.67,7.5,7.42,7.33,7.58,10,10,10,0.1,0,0,0,Bluish-Green,1800,18,18,1400,1800,1180,22.8,Africa,N,E
7.67,104,Uganda,2012,SL14,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10,10,10,0.12,0,1,0,Green,Unknown,18,18,1400,1400,1180,22.8,Africa,N,E
7.67,106,Uganda,2014,SL14,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10,10,10,0.12,0,5,0,Green,1800,18,18,1400,1800,1180,22.8,Africa,N,E
7.67,107,Uganda,2014,Bourbon,Natural / Dry,8,7.92,7.58,7.75,7.33,7.5,10,10,10,0.12,0,0,0,Green,1400,18,18,1400,1400,1180,22.8,Africa,N,E
7.67,153,Malawi,2015,Gesha,Washed / Wet,7.75,7.58,7.42,7.5,7.33,7.5,10,10,10,0.12,0,0,0,Bluish-Green,1442,16,16,779,1442,1181,21.9,Africa,S,E
7.67,154,"Tanzania, United Republic Of",2013,Other,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10,10,10,0.13,0,6,0,Bluish-Green,1653,16,16,1018,1653,1071,22.35,Africa,S,E
7.67,159,"Tanzania, United Republic Of",2015,Other,Washed / Wet,7.92,7.75,7.75,7.75,7.75,7.58,10,10,10,0.13,0,0,0,Green,1400,16,16,1018,1400,1071,22.35,Africa,S,E
7.67,160,Uganda,2015,Other,Washed / Wet,7.83,7.75,7.5,7.83,7.83,7.75,10,10,10,0.11,0,1,0,Green,1600,16,16,1400,1600,1180,22.8,Africa,N,E
7.67,163,Uganda,2016,Other,Natural / Dry,8.17,7.75,7.58,7.67,7.83,7.58,10,10,10,0.13,4,29,0,Green,1700,16,16,1400,1700,1180,22.8,Africa,N,E
7.67,172,Mexico,2012,Typica,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10,10,10,0.11,0,0,0,Blue-Green,1600,15,15,1111,1600,758,21,North America,N,W
7.67,208,Kenya,2017,SL34,Washed / Wet,7.67,7.83,7.5,7.75,7.92,7.67,10,10,10,0,0,2,0,Green,1200,12,12,762,1200,630,24.75,Africa,B,E
7.67,209,Kenya,2017,SL28,Washed / Wet,7.67,7.75,7.67,7.75,7.83,7.67,10,10,10,0,0,0,0,Bluish-Green,1650,12,12,762,1650,630,24.75,Africa,B,E
7.67,227,El Salvador,2013,Bourbon,Washed / Wet,7.67,7.67,7.17,7.33,7.58,7.67,10,10,10,0,0,4,0,Unknown,1250,11,11,442,1250,1784,24.45,North America,N,W
7.67,282,Taiwan,2014,Unknown,Natural / Dry,7.75,7.75,7.58,7.75,7.75,7.67,10,10,10,0,0,0,0,Blue-Green,Unknown,10,10,1150,1150,2500,16,Asia,N,E
7.67,285,Costa Rica,2014,Other,Other,7.67,7.58,7.75,7.75,7.67,8.58,10,10,10,0.08,0,1,0,Green,1750,10,10,746,1750,2926,24.8,North America,N,W
7.67,304,Colombia,2012,Unknown,Unknown,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,0,0,1,1,Unknown,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.67,331,Colombia,2017,Caturra,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,10,10,10,0.11,2,2,0,Green,1775,9,9,593,1775,3240,24.5,South America,B,W
7.67,337,Colombia,2016,Typica,Washed / Wet,7.67,7.42,7.42,7.58,7.33,7.67,10,10,10,0.12,0,0,0,Green,165,9,9,593,165,3240,24.5,South America,B,W
7.67,340,Colombia,2015,Typica,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10,10,10,0,4,4,0,Green,1800,9,9,593,1800,3240,24.5,South America,B,W
7.67,342,Colombia,2011,Unknown,Unknown,7.5,7.75,7.33,7.75,7.08,7.83,10,10,10,0.15,0,0,0,Unknown,1450,9,9,593,1450,3240,24.5,South America,B,W
7.67,345,Colombia,2015,Caturra,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10,10,10,0,0,0,0,Bluish-Green,1750,9,9,593,1750,3240,24.5,South America,B,W
7.67,353,Colombia,2015,Caturra,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,0.11,1,2,0,Green,1775,9,9,593,1775,3240,24.5,South America,B,W
7.67,368,Colombia,2011,Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10,10,10,0.11,0,0,0,Green,1775,9,9,593,1775,3240,24.5,South America,B,W
7.67,370,Colombia,2014,Caturra,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10,10,10,0,0,0,0,Green,1483,9,9,593,1483,3240,24.5,South America,B,W
7.67,375,Colombia,2012,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,0,0,0,0,Blue-Green,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.67,376,Colombia,2012,Caturra,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10,10,10,0,1,2,0,Green,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.67,379,Colombia,2016,Caturra,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10,10,10,0,0,1,0,Green,1750,9,9,593,1750,3240,24.5,South America,B,W
7.67,380,Colombia,2010,Caturra,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10,10,10,0,0,1,2,Green,439,9,9,593,439,3240,24.5,South America,B,W
7.67,381,Colombia,2012,Caturra,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,0.11,0,2,0,Green,442,9,9,593,442,3240,24.5,South America,B,W
7.67,382,Colombia,2015,Caturra,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,0.12,4,0,0,Green,442,9,9,593,442,3240,24.5,South America,B,W
7.67,384,Colombia,2015,Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,0.11,0,2,0,Green,1450,9,9,593,1450,3240,24.5,South America,B,W
7.67,386,Colombia,2010,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,0.11,0,0,0,Green,1775,9,9,593,1775,3240,24.5,South America,B,W
7.67,390,Colombia,2014,Unknown,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10,10,10,0,1,0,0,Unknown,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.67,392,Colombia,2014,Caturra,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10,10,10,0,2,0,0,Unknown,1650,9,9,593,1650,3240,24.5,South America,B,W
7.67,393,Colombia,2015,Caturra,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10,10,10,0,1,1,0,Green,1750,9,9,593,1750,3240,24.5,South America,B,W
7.67,395,Colombia,2012,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10,10,10,0.11,0,4,0,Green,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.67,397,Colombia,2014,Caturra,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10,10,10,0,0,0,0,Green,1600,9,9,593,1600,3240,24.5,South America,B,W
7.67,398,Colombia,2014,Caturra,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10,10,10,0.12,0,1,0,Green,1550,9,9,593,1550,3240,24.5,South America,B,W
7.67,401,Colombia,2016,Caturra,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10,10,10,0.11,0,3,0,Green,1775,9,9,593,1775,3240,24.5,South America,B,W
7.67,407,Colombia,2013,Unknown,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,10,10,10,0,1,4,0,Green,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.67,409,Colombia,2015,Caturra,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10,10,10,0,0,5,0,Green,1775,9,9,593,1775,3240,24.5,South America,B,W
7.67,417,Colombia,2014,Unknown,Unknown,7.75,7.67,7.5,7.75,7.83,7.75,10,10,10,0.11,1,2,0,Green,442,9,9,593,442,3240,24.5,South America,B,W
7.67,420,Colombia,2015,Unknown,Washed / Wet,7.83,7.75,7.58,7.58,7.75,7.75,10,10,10,0,1,1,0,Unknown,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.67,425,Colombia,2014,Caturra,Natural / Dry,7.58,7.42,7.75,7.92,7.75,7.92,10,10,10,0.12,0,0,0,Green,1450,9,9,593,1450,3240,24.5,South America,B,W
7.67,427,Colombia,2015,Caturra,Washed / Wet,7.67,7.83,7.67,7.75,7.67,7.75,10,10,10,0.11,0,1,0,Green,1700,9,9,593,1700,3240,24.5,South America,B,W
7.67,429,Colombia,2014,Caturra,Washed / Wet,7.92,7.75,7.67,7.75,7.67,7.67,10,10,10,0,0,2,0,Unknown,1775,9,9,593,1775,3240,24.5,South America,B,W
7.67,431,Colombia,2013,Caturra,Washed / Wet,8,7.5,7.5,7.67,8,7.83,10,10,10,0,0,0,0,Bluish-Green,1775,9,9,593,1775,3240,24.5,South America,B,W
7.67,444,Colombia,2012,Caturra,Natural / Dry,7.92,7.83,7.75,7.67,7.92,7.67,10,10,10,0,0,1,0,Green,Unknown,9,9,593,593,3240,24.5,South America,B,W
7.67,458,Colombia,2012,Caturra,Natural / Dry,8.17,7.83,7.58,8.08,8,7.75,10,10,10,0,0,0,0,Unknown,2560,9,9,593,2560,3240,24.5,South America,B,W
7.67,502,Costa Rica,2012,Caturra,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,0,0,0,0,Blue-Green,1300,5,5,746,1300,2926,24.8,North America,N,W
7.67,509,Costa Rica,2013,Caturra,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,10,10,10,0.09,0,1,0,Bluish-Green,1850,5,5,746,1850,2926,24.8,North America,N,W
7.67,511,Costa Rica,2013,Catuai,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,0.11,0,3,0,Green,1200,5,5,746,1200,2926,24.8,North America,N,W
7.67,513,Costa Rica,2012,Unknown,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10,10,10,0.11,0,0,0,Unknown,Unknown,5,5,746,746,2926,24.8,North America,N,W
7.67,520,Costa Rica,2014,Catuai,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10,10,10,0.1,0,3,0,Green,1300,5,5,746,1300,2926,24.8,North America,N,W
7.67,561,Brazil,2012,Yellow Bourbon,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,0,0,9,0,Green,1,4,4,320,1,1782,24.95,South America,B,W
7.67,562,Brazil,2012,Catuai,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,0.11,0,11,3,Green,982,4,4,320,982,1782,24.95,South America,B,W
7.67,577,Brazil,2014,Catuai,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10,10,10,0.12,2,6,0,Green,900,4,4,320,900,1782,24.95,South America,B,W
7.67,702,Mexico,2017,Typica,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,0.11,0,2,0,Unknown,1650,3,3,1111,1650,758,21,North America,N,W
7.67,708,Mexico,2018,Caturra,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,0.11,0,4,0,Green,940,3,3,1111,940,758,21,North America,N,W
7.67,728,Mexico,2014,Typica,Washed / Wet,7.5,7.67,7,7.5,7.33,7.5,10,10,10,0.15,1,9,0,Unknown,1144,3,3,1111,1144,758,21,North America,N,W
7.67,760,Mexico,2017,Typica,Washed / Wet,7.58,7.58,7.33,7.75,7.25,7.58,10,10,10,0.12,0,0,0,Unknown,1200,3,3,1111,1200,758,21,North America,N,W
7.67,769,Mexico,2015,Bourbon,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,0.11,5,8,0,Green,1200,3,3,1111,1200,758,21,North America,N,W
7.67,772,Mexico,2015,Typica,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,0.12,3,8,0,Unknown,532,3,3,1111,532,758,21,North America,N,W
7.67,773,Mexico,2015,Pacamara,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,0.14,0,10,0,Unknown,1089,3,3,1111,1089,758,21,North America,N,W
7.67,777,Mexico,2015,Mundo Novo,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10,10,10,0.13,0,7,0,Green,Unknown,3,3,1111,1111,758,21,North America,N,W
7.67,779,Mexico,2013,Other,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10,10,10,0.12,0,0,0,Green,1100,3,3,1111,1100,758,21,North America,N,W
7.67,783,Mexico,2016,Typica,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10,10,10,0.12,0,2,0,Unknown,1000,3,3,1111,1000,758,21,North America,N,W
7.67,788,Mexico,2016,Typica,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.83,10,10,10,0.12,10,32,0,Blue-Green,900,3,3,1111,900,758,21,North America,N,W
7.67,798,Mexico,2016,Typica,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,10,10,10,0.11,0,4,0,Unknown,1500,3,3,1111,1500,758,21,North America,N,W
7.67,818,Peru,2014,Caturra,Washed / Wet,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,0,7,9,0,Green,1200,2,2,1555,1200,1738,19.6,South America,S,W
7.67,851,Guatemala,2014,Bourbon,Washed / Wet,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,0,0,4,0,Green,Unknown,2,2,759,759,1996,23.45,North America,N,W
7.67,923,Brazil,2014,Mundo Novo,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,0.11,0,0,0,Blue-Green,1038.5,2,2,320,1038.5,1782,24.95,South America,B,W
7.67,940,Costa Rica,2015,Unknown,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,0,0,14,0,Green,Unknown,2,2,746,746,2926,24.8,North America,N,W
7.67,944,Honduras,2013,Unknown,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,0.09,0,2,0,Unknown,Unknown,2,2,684,684,1976,23.5,North America,N,W
7.67,956,El Salvador,2016,Other,Washed / Wet,7.92,8,7.5,6.75,7.92,7.58,10,10,9.33,0,0,17,0,Unknown,Unknown,2,2,442,442,1784,24.45,North America,N,W
7.67,959,Taiwan,2013,Yellow Bourbon,Natural / Dry,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10,10,0,0,0,0,Green,650,2,2,1150,650,2500,16,Asia,N,E
7.67,973,Vietnam,2017,Other,Natural / Dry,7.67,7.33,7.17,7.58,8.08,7.42,10,10,10,0,0,17,0,Unknown,1040,2,2,398,1040,1821,24.45,Asia,N,E
7.67,977,United States (Hawaii),2011,Unknown,Unknown,7.5,7.58,7.42,7.58,7.58,7.67,10,10,10,0,0,1,0,Unknown,Unknown,2,2,924,924,433,27.5,North America,N,W
7.67,985,Brazil,2014,Bourbon,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10,10,10,0,0,1,0,Green,1200,2,2,320,1200,1782,24.95,South America,B,W
7.67,999,United States (Hawaii),2015,Hawaiian Kona,Natural / Dry,7.58,7.75,7.83,8,8.08,7.67,9.33,10,9.33,0.11,0,4,0,Bluish-Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.67,1010,United States (Hawaii),2017,Hawaiian Kona,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10,10,10,0,0,2,0,Green,Unknown,2,2,924,924,433,27.5,North America,N,W
7.67,1013,Indonesia,2013,Sumatra,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10,10,10,0.13,0,8,0,Bluish-Green,1500,2,2,367,1500,2702,25.85,Asia,B,E
7.67,1030,Ecuador,2015,Unknown,Natural / Dry,7.5,7.67,7.58,7.75,7.83,7.83,10,10,10,0.09,0,0,0,Bluish-Green,800,2,2,1117,800,2274,21.85,South America,S,W
7.67,1034,Costa Rica,2011,Unknown,Washed / Wet,7.58,7.75,7.67,7.75,7.83,7.75,10,10,10,0.08,1,13,2,Unknown,Unknown,2,2,746,746,2926,24.8,North America,N,W
7.67,1040,Guatemala,2014,Bourbon,Washed / Wet,7.58,7.75,7.67,8,7.75,7.67,10,10,10,0.1,0,10,0,Bluish-Green,1550,2,2,759,1550,1996,23.45,North America,N,W
7.67,1044,Brazil,2016,Mundo Novo,Natural / Dry,7.58,7.83,7.75,7.67,7.67,8,10,10,10,0.11,0,3,0,Green,1038.5,2,2,320,1038.5,1782,24.95,South America,B,W
7.67,1046,Taiwan,2012,Typica,Washed / Wet,7.92,7.75,7.75,7.67,7.67,7.83,10,10,10,0.12,0,0,0,Blue-Green,1000,2,2,1150,1000,2500,16,Asia,N,E
7.67,1144,Honduras,2014,Caturra,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,10,10,10,0.09,0,6,1,Green,1400,1,1,684,1400,1976,23.5,North America,N,W
7.67,1146,Honduras,2014,Catuai,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10,10,10,0.1,0,5,0,Green,1450,1,1,684,1450,1976,23.5,North America,N,W
7.67,1177,Guatemala,2012,Bourbon,Washed / Wet,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,0.1,0,1,0,Green,1700,0,0,759,1700,1996,23.45,North America,N,W
7.67,1246,Guatemala,2012,Bourbon,Washed / Wet,7.42,7.58,7.42,7.67,7.5,7.5,10,10,10,0.1,0,1,0,Green,1219.2,0,0,759,1219.2,1996,23.45,North America,N,W
7.67,1247,Guatemala,2013,Bourbon,Washed / Wet,7.58,7.58,7.33,7.58,7.33,7.67,10,10,10,0.12,0,0,0,Green,157.8864,0,0,759,157.8864,1996,23.45,North America,N,W
7.67,1254,Guatemala,2014,Caturra,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10,10,10,0.1,0,2,0,Green,1500,0,0,759,1500,1996,23.45,North America,N,W
7.67,1261,Guatemala,2011,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10,10,10,0.1,0,1,0,Green,1901,0,0,759,1901,1996,23.45,North America,N,W
7.67,1265,Guatemala,2014,Catuai,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10,10,10,0.09,0,1,0,Green,1524,0,0,759,1524,1996,23.45,North America,N,W
7.67,1267,Guatemala,2012,Pacas,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,0.11,0,7,2,Green,2100,0,0,759,2100,1996,23.45,North America,N,W
7.67,1268,Guatemala,2014,Caturra,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10,10,10,0.1,0,1,0,Green,1500,0,0,759,1500,1996,23.45,North America,N,W
7.67,1270,Guatemala,2016,Bourbon,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,0.11,0,3,0,Green,1310.64,0,0,759,1310.64,1996,23.45,North America,N,W
7.67,1271,Guatemala,2012,Bourbon,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,0.1,0,3,0,Green,1700,0,0,759,1700,1996,23.45,North America,N,W
7.67,1280,Guatemala,2016,Bourbon,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10,10,10,0.11,0,2,0,Green,1310.64,0,0,759,1310.64,1996,23.45,North America,N,W
7.67,1283,Guatemala,2012,Bourbon,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10,10,10,0.11,0,6,7,Green,1500,0,0,759,1500,1996,23.45,North America,N,W
